"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.03331776262177,1.02353719213615,1.0568732080817,1.005185628943,1.02268659883922,1.04310504926212,1.01309868475859
