"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.02576768047555,1.02872511659038,1.01786377675328,1.00797690654434,0.999829257868415,0.9977245654065,0.999306570271074
