"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.06888032636526,1.06040349105348,1.01381060582061,1.14903275036661,1.22432664868197,0.998296554729631,1.00933581753151
