"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.02272687172395,1.02502190877282,1.06797373161361,1.14754477051382,1.0750683418523,1.05285385155504,1.04241198035749
