"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.01137181520933,1.00793922551343,1.01225116593161,1.04101213700184,1.29923792768994,1.09029404383425,1.00654154107485
