"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.00016411159482,1.00011054870514,1.00023989087322,1.00002244938665,1.00000298302782,0.99992793002084,1.00041297138718
