"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",0.993710679974002,1.01740305034383,0.995280936915085,1.02990092558766,1.35106078799531,1.06320160437393,0.988916240407031
