"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",0.989586931885673,1.0080290310498,1.02607539038263,1.04546421586782,0.987010956088408,1.20986580754477,1.29029074076687
