"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.08381560367834,1.00755248569246,1.01816125640152,1.11717870178094,1.70679917229796,1.06153535103702,1.19167501679971
