"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.00249027815157,1.00303237902631,0.998668093341605,1.1687147954135,1.017018448388,1.01312515078873,1.08437348339943
