"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",0.996931953632747,1.00926866196383,0.995069680470027,1.02755731228217,1.00948294085076,1.08374127192566,1.13116389570604
