"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.25556831682953,1.00661994799181,1.00381567536523,1.1091268381586,1.25494736235258,0.998743616824007,0.992707939974193
