"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.02172746874185,0.993629496519573,1.07311853948238,1.03317359157819,1.03091614970542,1.07638615308699,1.03770851935041
