"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.03156061587192,1.06990814158722,1.00415612537697,1.03572546841571,1.15441542473649,1.0022431965314,1.04746964176793
