"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.02974149597049,1.00141557906525,1.01444130966959,1.00675374324029,1.04900304791609,1.16075247098359,1.17210808482026
