"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",0.994440746633191,1.01734243761253,1.029779624962,1.00654942995969,1.02286267798136,0.996996800046123,1.08679797170441
