"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.04447401489214,1.01535723600215,1.02946997376108,1.2259372454263,1.01652732304998,1.09347735636628,1.01212006023672
