"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.00279431921595,1.01001325681329,1.00453533120879,1.11682537362759,1.40567402426788,1.10890949313851,1.00502198855302
