"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",0.99139477260539,1.04567844375835,1.02214990498921,1.04726419481205,1.0030221006645,1.02468077245046,1.00306848592152
