"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.01509058033117,1.0040310842459,1.0292144641451,1.05246699108376,1.06033954297865,1.05495155686172,1.01848851189907
