"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.11539233166289,1.02781364544902,1.04062698778255,1.0295455565259,1.04395628541008,1.04114747305365,1.05042557978683
