"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.00189743370221,1.00854625773564,0.995279074065525,1.07322969571944,1.03661812165311,0.999714014824334,1.00602620664872
