"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.00317868571382,1.01225039796294,1.03633376318289,1.09420630141026,1.07897725655162,1.04603657860088,0.991260448188264
