"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.00244942577629,1.0411978767282,1.02130077784306,1.09517914372327,1.00751227943689,0.999460071820191,0.996004914532365
