"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",0.986038423937026,1.03209453369945,1.02095344916731,1.09624893934272,1.01800919532536,0.985305766049595,1.026045565191
