"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",0.994823293004216,1.09588767920296,1.02572615881289,1.07543428606114,1.04701904956305,1.10400910412673,1.00315849824116
