"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.01578115466408,1.02207016336523,1.00455411087011,1.20436118709767,1.00241529603516,0.994682894024751,0.997550906458504
