"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",0.988170992983973,1.02203745914832,1.00558594746241,1.08988334982531,1.00130937002971,1.03564045423959,1.09250691363633
