"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.03170861497231,1.00319184288673,1.02791429656495,1.47109056236865,1.01455292945862,1.01038651043847,1.00556957658488
