"","V1","V2","V3","V4","V5"
"64",5.17682443196767e-36,0.839665725405274,0.151044694258767,0.000153129087672315,0.00913645124828622
"65",4.63539706258714e-40,0.000937783679005546,0.999062216320994,1.65053276891571e-27,1.95740526005555e-17
"66",1.11572782225331e-18,0.100960451926559,0.899039544587372,2.63702278477133e-17,3.48606917595961e-09
"67",3.98945768929384e-35,0.700317780574172,0.275041773816618,0.00389171309039294,0.0207487325188173
"68",6.38775826549509e-35,0.000354749270258911,0.999645250729741,1.28308401375626e-51,2.73978215684672e-26
"69",1.91447806563882e-67,1.37580229919184e-07,0.99999986241977,3.39442990048938e-51,8.34593925219699e-30
"70",4.08754530857516e-66,3.43027853243525e-07,0.999999656972147,2.50435114225758e-122,9.93676935313017e-57
"71",2.86869036366503e-82,0.989302533821628,0.0106974661779428,5.73888868160464e-26,4.28807958465216e-13
"72",0.000141778913332058,0.0872434624967285,0.912614758305346,9.7358328630718e-37,2.84593149919454e-10
"73",2.31470497959037e-22,0.0526962650138304,0.947301489384975,6.08174502712178e-27,2.24560119474188e-06
"74",2.12940542145874e-18,1.5345492275798e-14,5.6682039172395e-12,2.0947754126203e-15,0.999999999994314
"75",2.99834520590236e-19,0.257168595712332,0.425550150271173,2.11210408813021e-19,0.317281254016496
"76",0.00937014990514349,0.703908811944218,0.0454969890269684,1.70839069190465e-24,0.24122404912367
"77",1.2215507753265e-37,8.2227180178914e-06,0.999991777281982,5.30946513822611e-34,1.02218807763287e-22
"78",6.11195763166742e-41,6.40353526232264e-29,2.55122303665757e-37,2.97483913308703e-18,1
"79",9.4825231419842e-28,1.01674636153207e-08,0.999926439632201,8.51608844502234e-27,7.35502003356268e-05
"80",4.36342792220059e-106,2.17387635705787e-08,0.999999978256255,4.48070894530869e-14,4.9361157612177e-12
"81",8.78489108000759e-52,0.365632742470931,0.0108854772591681,0.0912345970681783,0.532247183201723
"82",1.05154285992168e-158,1.05850083044876e-68,1.62471504795528e-49,1,5.57827556339573e-17
"83",4.88450979390927e-97,1.59795342276388e-07,1.87865482829698e-26,0.00486196031473872,0.995137879889919
"84",1.67527882994512e-30,3.28401868688194e-07,0.99999967158043,2.7565972937649e-24,1.77010490935577e-11
"85",1.78455473436878e-28,1.51891266672825e-09,0.999999998481087,1.75547129907445e-33,4.24760642824894e-21
"86",0.514063678145409,0.383385431362114,0.102550889476552,2.34977632818522e-40,1.01592543018201e-09
"87",6.69119261392759e-26,0.35273296354426,0.647267031425733,1.15236770052714e-31,5.030007275041e-09
"88",1.2609631739329e-41,0.944301595870937,0.0556786949049747,4.86061142899493e-28,1.97092240878873e-05
"89",3.77739288185021e-27,1.52007933478984e-06,0.999998479920665,1.07841492654578e-50,7.78246675922201e-23
"90",2.33728006852188e-16,0.000126802521022554,2.21186331099566e-05,3.48179287642956e-16,0.999851078845867
"91",8.13120063136974e-05,0.371750089181881,0.62815405260784,3.87954571265983e-26,1.4546203965111e-05
"92",2.25657353469356e-30,0.0508474310521177,0.949152568947882,2.5268813583228e-33,5.75553823593878e-16
"93",3.33516020146661e-162,2.60933954331315e-30,1,2.83985163673692e-47,1.12780441896075e-43
