"","V1","V2","V3","V4","V5"
"19",3.3212797745873e-23,0.125543630899053,0.000767013125686521,1.43166566852862e-23,0.87368935597526
"20",7.18112860876299e-52,0.0437417635344605,0.954279880804768,3.52249113026797e-26,0.00197835566077131
"21",3.0202147517014e-25,0.00131245996181659,0.998664866025735,1.42399542378509e-08,2.26597724943693e-05
"22",0.910266138435537,0.0362549140300101,0.0534789473273323,2.38734726835363e-42,2.07120911370664e-10
"23",1.4359255046872e-43,0.0347122564923655,0.965236353927861,1.68885001127308e-18,5.13895797732558e-05
"24",0.419193160298518,0.10717647140394,0.473630368297539,5.99565229269052e-43,3.06158262566212e-15
"25",1.04208653036886e-06,0.00725655755859964,0.992742396693103,1.57800332539973e-21,3.66176743610129e-09
"26",6.78691291507265e-14,0.000274288220331144,1.03406625267829e-09,1.39948635895424e-23,0.999725710745535
"27",3.15783949250907e-26,0.0015831832596374,0.998415712411839,8.5987757852432e-15,1.10432851492567e-06
"28",3.89952181362216e-82,2.52208669283526e-11,0.999999999974779,1.88510330045525e-32,2.76516726537134e-23
"29",2.15944802930845e-57,0.0402247609481475,3.36936045728336e-08,1.30718764295798e-05,0.959762133481818
"30",2.23265405012017e-14,0.000112930039362746,0.999887069937463,8.60402659334056e-15,2.31437889078237e-11
"31",1.36473593447989e-06,0.814246964409719,0.179203049139321,1.34463836409855e-05,0.00653517533138422
"32",1.00711320213189e-13,0.00217556790200281,0.997824277708302,6.48182906460426e-32,1.54389594657292e-07
"33",4.66990822597843e-32,1.03486263652131e-13,0.959701703476445,1.21633038235134e-22,0.0402982965234509
"34",1.0734853856938e-22,0.00089481162611277,0.999104180829027,1.43838875854084e-11,1.0075304761518e-06
"35",1.60301547458264e-05,0.366506798194434,0.0521934895638231,5.51584406151463e-08,0.581283626928557
"36",0.522770077602906,0.000112177555544156,3.11035305802789e-07,1.36427748667969e-14,0.47711743380623
"37",0.999999935492397,9.34056607404044e-09,5.51670365340537e-08,8.30623908102801e-93,5.37184267761653e-29
"38",0.651888901241649,0.113935234161455,0.234083106543227,1.17384639360652e-23,9.27580536692132e-05
"39",1.04237863492454e-46,0.181214121485268,0.00722354529699,5.30561133117304e-10,0.811562332687181
"40",1.95573453632058e-53,0.00610957459852947,0.853509960814964,2.27435781147678e-21,0.140380464586507
"41",1.5289698372668e-143,3.30718969716487e-06,0.999996673420714,9.38061870223037e-09,1.00089704611261e-08
"42",4.7146279512577e-41,1.08616252055823e-07,0.999999891383582,3.07681435469502e-28,1.66030285228414e-13
"43",5.98209754727107e-48,0.000117463100994027,0.999882536883562,4.18897428179115e-16,1.54431039637487e-11
"44",1.43680615914638e-49,0.000132050482835159,0.999867949297636,8.66887120885206e-15,2.19520275654929e-10
"45",9.0048930024553e-51,0.523427140345733,0.0134876356910124,0.000231722358701426,0.462853501604553
"46",1.23408259086875e-32,0.124667504352168,0.309747268109369,0.527294308502396,0.0382909190360675
"47",5.0826136213259e-11,0.370423906093179,0.629559846483413,2.06111133679635e-09,1.62453114707209e-05
"48",4.48953330848185e-47,9.76091373215314e-07,0.999446731793078,0.00020599824452655,0.000346293871022412
"49",3.85955763365112e-33,1.78502401749068e-09,0.999999998214976,5.4973251632724e-40,6.39099141829188e-26
"50",2.38822186840023e-24,1.97656940000622e-06,0.9999980234306,2.58298802160617e-44,7.10484613924766e-17
"51",7.4428927171608e-18,0.000747800512062741,0.999252199083748,1.39434091031241e-13,4.04050022241227e-10
"52",1.84312163817545e-23,0.661634506729522,0.0329603019316191,4.08452014311936e-22,0.305405191338859
"53",1.23107147549874e-40,1.04061169225038e-10,0.999999999890553,2.46597101072876e-37,5.38617088080905e-12
"54",1.41566472433984e-116,0.0524612428314449,4.38805083427643e-07,0.0348652104787906,0.912673107884681
"55",4.2719906042495e-39,0.790778141172646,0.000396451267071794,3.72993390264044e-26,0.208825407560282
"56",9.04484604925018e-05,0.340690892577774,0.659212844988338,3.04620021789757e-32,5.81397339549456e-06
"57",1.23990757545579e-13,4.04983080293377e-05,0.999952316643343,5.44361820122604e-33,7.18504850393704e-06
"58",7.59309497357805e-11,0.000154087087786323,0.999845912836283,4.55731049689468e-60,9.04726485731609e-24
"59",0.887774731314459,0.0713969805601663,0.040828288125314,1.44739054554823e-42,6.05823430626204e-14
"60",1.09965468285117e-09,0.000335968189915873,0.999664030710429,1.68913785251283e-28,6.05283972459797e-17
"61",4.36008984799156e-12,0.861763514417396,6.0328025409772e-05,0.0051603203358119,0.133015837217022
"62",6.13008504218186e-21,0.983906195786245,0.00111096077502772,9.94681420684101e-06,0.0149728966245207
"63",1.39888853825357e-31,0.576512843511388,0.24391550813789,2.41948554050084e-21,0.179571648350722
"64",4.73537481418792e-16,0.00488864915309413,0.0498523172818843,0.0791260841402975,0.866132949424724
"65",8.11485614515176e-35,0.00221280164070355,2.24840925997036e-11,0.000236464659680106,0.997550733677132
"66",1.90121862152419e-14,0.251316429163109,0.748674690070914,4.53852527469373e-10,8.88031210514774e-06
"67",1.0407838374117e-15,0.0217545621462418,0.0333751869994469,0.382028209596089,0.562842041258221
"68",2.42263497182522e-15,0.00748211621499432,0.992517883785003,7.00170923916315e-37,2.85706089089614e-17
"69",2.51226147064688e-62,7.48710011463861e-10,0.99999999925129,8.79941890291414e-55,1.43436966136123e-34
"70",9.37668428021991e-48,3.32635767268889e-07,0.999999667364233,6.16166480470813e-108,3.07728939916119e-49
"71",3.19830656686829e-67,0.0716325104105765,0.928367489589423,4.79341102218728e-26,1.92395050403012e-16
"72",0.0290692990092341,0.339386269325873,0.63154443154049,9.53821741118843e-45,1.24401992328581e-10
"73",4.54468877729138e-13,0.000472962171994564,5.05873236627719e-09,2.34070329585452e-23,0.999527032768819
"74",0.983342382833221,0.0160268507301484,0.000620229016698053,9.94081838248246e-35,1.05374199322087e-05
"75",1.18931955211107e-37,4.93444505724243e-08,0.999999950655546,2.06483473432875e-58,3.43624090580208e-15
"76",1.89865945958769e-47,3.43895999599755e-42,1.07266316899853e-47,0.99999999875623,1.24376984418577e-09
"77",4.89825960705977e-38,1.16858774786269e-09,0.999999998831412,6.27903479665287e-43,1.25331955504915e-28
"78",4.14403550036056e-133,1.37743471078784e-11,0.999999999986226,1.53774120936409e-21,7.16827158509515e-17
"79",8.92671701589156e-10,4.554203574535e-07,0.0764905007072656,3.11345750689665e-25,0.923509042979705
"80",3.64267859638275e-111,0.00167884128241546,0.997800584472412,9.79196542899276e-09,0.000520564453206593
"81",5.91424041941465e-57,0.000435772053815783,0.97181436610252,1.00474822462966e-05,0.0277398143614179
"82",1.49374970457917e-78,1.23430255153378e-21,3.69936297080667e-15,0.0488563469241475,0.951143653075849
"83",1.53121063297863e-106,6.79149774572815e-10,0.999297281106408,4.25827432993473e-05,0.000660135471142603
"84",1.17007902512968e-16,1.12801393132426e-06,0.999614843576402,2.20522631135274e-13,0.0003840284094462
"85",1.06681086180607e-28,0.00067194064664475,6.36619370209748e-11,2.27135564431208e-09,0.999328057018338
"86",0.999996976948396,1.72527690294266e-07,2.85052391403095e-06,6.26278555743015e-79,2.94391761394877e-28
"87",1.82748385136568e-41,0.201604514246743,0.798352746869376,1.6141189480923e-30,4.2738883881849e-05
"88",1.5274469149501e-39,0.0826717924916497,0.917328155370603,2.75831530603529e-33,5.21377468158126e-08
"89",6.90956944054596e-08,0.00528849650633039,0.994711433854925,8.56186920358234e-35,5.43050692394505e-10
"90",1.13600933063559e-11,0.00041175248449278,0.999588247422386,8.93918484239537e-34,8.17614694160383e-11
"91",8.89151408640024e-12,0.00212072737229511,0.997879267234148,6.45528485970992e-21,5.38466560284471e-09
"92",2.07616791565644e-10,3.77876374164126e-05,1.47637338385777e-09,6.09593843695128e-13,0.999962210677984
"93",6.131543948406e-98,6.90067333398951e-21,1,2.23860518348102e-35,8.12183409492211e-30
