"","V1","V2","V3","V4","V5"
"1",4.69655775483328e-156,4.97905615208212e-11,0.999999999950209,4.17575419989687e-18,4.4624177675108e-17
"2",4.44759677976783e-290,1.06779705730097e-12,0.999999999998932,6.76296047756128e-49,1.44163910064617e-37
"3",9.39632263194875e-31,1.47671659248063e-07,0.999999852328341,1.80737658542001e-57,1.35235287837065e-32
"4",2.13727185426604e-05,0.00011411822149929,0.999864479138677,1.00977097505821e-35,2.99212806394753e-08
"5",1.08868893710262e-87,0.999992540708541,7.43224687111286e-06,2.78892350491638e-58,2.70445881026742e-08
"6",2.95019290469124e-105,2.6436460553925e-22,1,6.31352372279817e-139,3.50719099010127e-80
"7",3.91877435435885e-56,7.46652546945341e-11,0.999999999925335,1.69693530983673e-28,2.46195503602584e-19
"8",1.76476167521849e-96,0.181079960527502,0.818920039472498,2.98485239223291e-49,2.77704442106267e-23
"9",1.58142838601458e-106,4.9789470282724e-18,1,1.00183451126404e-208,3.62846337571928e-99
"10",0.953106880514766,0.0451509526268891,0.00174177609446907,1.10693872633343e-36,3.90763875392363e-07
"11",9.34205507651828e-71,8.17628650137966e-07,0.999999143670001,4.03615996042476e-30,3.87013487415404e-08
"12",9.19868156398313e-05,2.35551644705456e-06,2.41811254995025e-06,9.78349126621956e-23,0.999903239555363
"13",5.11104198621089e-05,0.288728983324235,0.711219906255831,1.41730274009332e-37,7.15259064317786e-14
"14",0.206023013355544,0.163690911424904,0.630283626989481,2.21626124878291e-32,2.44823007051656e-06
"15",0.701025449361204,0.0940155679185557,0.131467549810036,1.44365985231067e-26,0.0734914329102039
"16",4.86660904012584e-55,6.60461556771069e-12,0.999999999993395,3.88152969526089e-54,4.84351793245539e-33
"17",3.64094798839179e-20,1.07476123851156e-13,3.52965539265181e-11,4.17765663889441e-17,0.999999999964596
"18",1.87972745677786e-130,6.31282833204643e-10,0.99116800670242,2.03707025481425e-23,0.00883199266629685
