"","MAbias","MAvar","MAmse","poisbias","poisvar","poismse","gambias","gamvar","gammse","weibbias","weibvar","weibmse","bptbias","bptvar","bptmse","lnormbias","lnormvar","lnormmse"
"43",-100.369997520029,79505.3556609867,89579.4920631572,-97.0872449764502,352723.397158746,362149.330295863,-102.09404283252,91068.8932302932,101492.086812182,-100.369997520029,79505.3556609867,89579.4920631572,-124.324206882629,115486.635835193,130943.144252188,-92.9745123328757,134633.490080919,143277.750024455
"44",-850.15822278558,41517.7882186042,764286.79198854,-849.337073861944,256876.733653006,978250.198689376,-850.380035986898,46642.826095969,769789.031701048,-850.15822278558,41517.7882186042,764286.79198854,-856.824207381101,62187.4583342521,796335.180688504,-838.612819388642,67294.2451766678,770565.706019635
"45",477.892395847345,101565.132808805,329946.274817521,482.664863507674,589215.885253792,822181.255718673,476.62759075817,95098.5357117826,322272.39598372,489.937790318792,109811.080069488,349850.118451949,448.116490425167,97976.4509102807,298784.839901249,485.705226942066,113822.214339191,349731.781818035
"46",162.358602048813,18821.3036653546,45181.6193245993,162.436109315872,95093.15964564,121478.649255318,158.119555659648,16870.9342909381,41872.7281729426,162.848799277837,18645.3169645479,45165.0483907812,159.268518741165,19006.2784148291,44372.7394768338,162.629004921157,20270.7108581065,46718.9040997521
"47",-33.0166873038281,50659.904959923,51750.0066004418,-17.1553744763769,163684.060507819,163978.367381244,-25.8935795076736,61768.1268806012,62438.6043403214,-27.0138628284658,45217.5808129321,45947.3295978472,-29.8971201568575,116870.902052908,117764.739846582,41.6616641361004,265605.221333522,267340.915592111
"48",-450.184868116202,4248.91571973745,206915.33120054,-444.343763628048,56623.4114720019,254064.791747141,-446.162498680338,4036.38281338433,203097.358042067,-450.184868116202,4248.91571973745,206915.33120054,-444.3134539651,5147.22329297694,202561.668667374,-441.945513033611,5229.92260435417,200545.759094896
"49",218.511799526779,272784.309666705,320531.716199136,214.810697502903,698795.587630042,744939.223391725,213.859581096646,338565.701918695,384301.622345528,218.511799526779,272784.309666705,320531.716199136,141.310409355055,601745.413624072,621714.045416165,344.131108717456,1171057.36351805,1289483.58350515
"50",2042.01390366915,4005493.2032219,8175313.98600002,2002.77722871831,8856968.55962047,12868085.187493,2051.37918066442,4945671.78125604,9153828.32411947,2042.01390366915,4005493.2032219,8175313.98600002,1709.88702548284,9434629.20959525,12358342.8495098,2302.54963563953,12336143.5674456,17637878.3920294
"51",256.077548970913,37484.4201749376,103060.131261888,255.303882265217,90194.9505790424,155375.022878734,248.429720931789,41094.5830519492,102811.909294196,256.077548970913,37484.4201749376,103060.131261888,246.162488358236,69741.9278798335,130337.898554552,272.841882886793,99878.7323839066,174321.425441117
"52",8806.0365741944,70662528.2599408,148208808.40599,8723.51855922426,161423845.105337,237523621.158468,8790.87008369702,62831041.7703778,140110438.598817,8756.66136270782,64611416.6422818,141290534.863422,8174.00839977322,99774498.6215701,166588911.941133,8909.05426180195,92956689.0301017,172327936.869833
"53",1548.64886659099,599934.865505493,2998248.17749907,1559.80966327586,3817466.79014611,6250472.97579487,1534.33226078187,797694.72269308,3151870.20916908,1548.64886659099,599934.865505493,2998248.17749907,1400.51480971296,1274718.12993451,3236159.86215983,1674.32698885939,1662204.50572635,4465575.37134928
"54",419.950950990243,66715.0635014702,243073.86473908,433.086852433074,1406141.0488194,1593705.27056979,421.214006708749,66303.8720619588,243725.111509597,425.772715901775,80377.00809788,261659.413704254,404.739985554233,64221.976976734,228036.432883175,420.388649293903,66990.8047179566,243717.421173109
"55",761.233623509538,1355898.6466412,1935375.27620267,725.486915561602,4066684.83337267,4593016.09802376,746.422667681199,1261130.15464517,1818276.95347349,767.542571146221,1302484.14463829,1891605.74316005,647.836340779191,2159239.32546887,2578931.24990304,782.365897140499,1917506.63603702,2529603.03304548
"56",3217.4507209744,9942454.32178313,20294443.4636818,3180.93638283803,13276122.8609732,23394479.1326359,3201.41602951678,9603217.41496097,19852282.0090079,3263.2447332701,10139322.00919,20788088.1984051,2689.67855709479,19395693.0687537,26630063.8092492,3439.9051358511,25304942.4023511,37137889.7460059
"57",42217.3532354877,1274681299.48937,3056986213.69931,42642.2302349363,2687546777.60055,4505906577.00987,42807.7869447628,1385075954.30062,3217582577.40882,42217.3532354877,1274681299.48937,3056986213.69931,39936.6766196996,4237302730.78089,5832240870.20734,59307.8722944126,29483995091.6514,33001418807.7418
"58",1152.45363354517,1550047.12405638,2878196.50152784,1120.31766025722,2147321.26122794,3402432.92111215,1144.84961665004,1811252.10176083,3121932.74650459,1152.45363354517,1550047.12405638,2878196.50152784,673.536327316633,2433365.15384051,2887016.33805569,1525.21836102501,10620724.1611507,12947015.2099585
"59",-16.2037323849531,11786.2929737154,12048.8539169186,-16.5020232266534,12103.4141845064,12375.7309550794,-18.2302081127586,9898.240445287,10230.5809331215,-16.9544343034208,8983.40764394285,9270.86048649186,-12.4537161028004,34325.0702840155,34480.1653287847,10.4151253181863,61540.769448236,61649.2442836296
"60",50.9152355210438,15154.8666977054,17747.2279058688,49.7595899533424,34213.1273700646,36689.1441623894,50.3980727573992,18032.8881305383,20572.8538681984,50.9152355210438,15154.8666977054,17747.2279058688,49.0378063608039,52925.308629113,55330.0150817927,90.4828692480153,839879.385114498,848066.534741851
"61",-36.2619333781774,4002.57253144656,5317.50034376994,-36.1701977959317,8887.51665061815,10195.799859215,-37.1639776925172,3735.58816139518,5116.74939932509,-38.1851522273894,3597.09775231639,5055.20360294529,-38.0761241231253,4595.90719608272,6045.69842432236,-33.0404921250949,5239.23083859598,6330.90495846444
"62",83.8564618719001,5277.55994452179,12309.4661421952,81.5025544335472,19072.0166257303,25714.6830049236,83.8938988555494,5245.94140844039,12284.1276736255,82.5014172729484,4432.9152009773,11239.3990530224,83.1324982880624,7909.8504641947,14820.8627358094,86.1593363966033,8130.24041298061,15553.6716612837
"63",-39.4177373666878,544230.754164716,545784.512183825,-59.8373208024232,2750405.49380798,2753985.99876879,-50.0276396553445,510962.304170651,513465.068900136,-47.2976158920728,558909.487013269,561146.551482343,-357.329617898999,391841.102420418,519525.558248262,-35.8203758028817,582120.389982917,583403.489305577
"64",75.969591488976,27522.4533135683,33293.8321445702,59.7924065004929,54163.457741304,57738.5896164242,57.7069469104044,9600.39644933212,12930.4881710524,55.1699337541211,7151.01952978405,10194.7411202182,56.138763270083,14187.0885060316,17338.649247526,79.886603427226,31013.4279677373,37395.2973748762
"65",112.663854830279,11104.8505397944,23797.9947250127,108.500319176432,24467.5133459301,36239.8326073176,107.055971362594,6573.27791473628,18034.2589191248,108.754595155805,6452.20573007856,18279.7676975815,109.470545048827,9904.71135075576,21888.5115840429,112.663854830279,11104.8505397944,23797.9947250127
"66",37.9245968523448,13347.6279171843,14785.9029635972,35.698075802881,26770.9963237339,28045.3489397621,36.114748733087,13703.7675646835,15008.0426407375,36.7581055119188,13041.0418872746,14392.2002081,33.6307579199633,23071.738556603,24202.7664348741,51.1023703103822,36292.3487719614,38903.8010233008
"67",67.4113622933069,24659.4723493601,29203.7641155996,53.7945125063361,49900.4257309113,52794.2753067057,57.1874524437501,8842.29192847718,12112.6966454834,56.6285805197431,6203.81032602873,9410.60645770975,58.652554574297,13794.6598680175,17234.7820261084,78.0751984891465,31881.2994789656,37977.0360980852
"68",55.2119213161445,31192.418438169,34240.7746935891,60.7888350375956,66545.7213508582,70241.0038160862,50.4772904259657,34339.9072395598,36887.8640883071,55.8313727012703,31323.5034422781,34440.6456199863,51.2227167148403,73326.5065938206,75950.2733014694,89.1377777852938,108487.816464014,116433.359892514
"69",54.2290281144201,2682.31223947507,5623.09972970963,53.8743542387197,10232.0212538918,13134.4672985309,54.2646364254713,3456.60477222937,6401.25553861795,54.2290281144201,2682.31223947507,5623.09972970963,55.7320344182569,6864.51606086646,9970.57572126423,61.457474758427,7340.96307051042,11117.9842741931
"70",30.220636204004,15382.1564384898,16295.4432910645,26.5887337399322,36687.3960101563,37394.3567720493,25.2249716773736,18244.8968786329,18881.1960747572,30.220636204004,15382.1564384898,16295.4432910645,27.1929739645307,43559.9490666966,44299.4068997323,44.1911433812058,46706.1246497854,48658.9818031237
"71",42.2846903619984,7455.08177074722,9243.0768097573,41.2275582638013,27540.8264159628,29240.537976358,41.3253938564183,8003.21120821654,9710.99938560463,41.5634674286723,7423.2056238454,9150.72744853971,38.6107287302682,12892.9943999473,14383.7827730297,50.2345323383593,15091.1449680811,17614.6532073347
"72",2003.37695896168,32216314.4229906,36229833.6626891,2030.33812334721,35097851.9150688,39220124.8101859,1827.23792761895,30200108.833829,33538907.2779582,1932.67795628736,31919717.7615767,35654961.8442958,507.843516116332,66660477.6673803,66918382.7042417,3642.36115413408,308781129.30276,322047924.079905
"73",4210.13115652256,7591676.41479767,25316880.7699196,4088.3796714822,35208721.1664776,51923569.5046665,4177.49041071117,6237043.20199541,23688469.3335791,4157.39726854554,5483166.69563643,22767118.7441463,4048.69530070807,13274908.808392,29666842.4463676,4210.13115652256,7591676.41479767,25316880.7699196
"74",241917.69844457,91378909467.6356,149903082288.353,240766.391935324,89532274960.8414,147500730446.395,249565.935818934,139474963843.944,201758120165.125,246342.7384828,188827667935.696,249512412738.901,124531.090534093,175391636929.503,190899629439.114,301223.837581308,1200772358623.04,1291508158950.25
