"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.0001658203421,1.00014426333031,1.00133690027112,0.999931604511096,1.00000885571762,1.00015350202319,0.999821508612236
