"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.04334595611627,0.988564234962782,1.02033194580958,1.0207708015381,1.08909325634465,1.00169402076089,1.00285612942515
