"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.02524567456756,1.00594449557319,1.00464419586088,1.09488835450016,1.0169549832665,1.04095734538278,1.00484230028303
