"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.0081115758756,0.99107276366453,1.03665655394366,1.02742644180519,1.00217081664217,0.985764245775106,1.00436052142315
