"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.05938231546549,1.01190076203801,1.00024361201188,1.01353536148121,1.188409228939,1.02306956411878,0.989081697190673
