"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.04784488383792,1.05199714555642,0.99499349779951,1.02204183526461,1.033995806226,1.03232185252729,1.00842973618367
