"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.05973256406467,1.006066929373,1.0102942826671,1.02004853947519,1.07573894191948,1.04295517434523,0.998321860764256
