"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",0.988847202853705,1.01070329308569,1.03379295996383,1.02030077023302,1.01279493527048,1.00566369843749,1.0011084745076
