"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.00366681354595,1.03882112397163,1.02572700107188,1.00299083764349,1.18924671919581,1.0737563281707,1.02739824996034
