"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.00463664346115,1.03333534549676,0.998338537718316,1.06795325127192,1.00633862664928,1.01946795010058,1.0103802737564
