"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.15151860543729,1.0085121246443,1.01206480605846,1.15397615245985,1.48304221522673,1.02004681058252,1.08071757976293
