"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",0.991489257333643,0.995723839617261,0.986332453067355,1.05236238920678,1.05553957828207,1.07846063802387,1.02398330873741
