"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.10855688394415,1.02235966218935,1.01733402565281,1.09628126272879,1.26678605725093,0.988200935742916,1.07751944113124
