"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",0.999962646413881,1.00000436499754,1.00015028512746,1.00035931592941,0.999894057582229,1.00002259956229,0.999914623428335
