"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.00130057289194,1.00021472158007,1.00036835576279,0.999848218464118,1.0005170387808,0.999884045908073,1.00012875543817
