"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",0.999977249861422,1.00074677083814,0.999920120488491,1.00002723510214,1.00013120718156,1.00029928429315,0.999997626008683
