"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",0.99525838593114,1.01802266974183,1.00972304517747,1.0178600906182,1.03048500412065,0.998129094408071,0.991419933608502
