"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.02051425744014,0.997023298743551,1.01678387319744,1.04040448715628,1.09054868148802,1.00351724140377,1.02641468056959
