"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.03769040340665,1.03115121444588,1.05832455854757,0.998087535746337,1.46652193895355,1.04889947272572,0.993072249075016
