"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.03411794768271,1.07639786162437,1.07973609042376,1.01839293616231,1.04385568810165,0.990577199365441,1.03940819836228
