"","alpha","beta","deviance","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.01456253379042,1.00898808517617,0.995633277056883,1.03084300415611,1.32512841215696,1.08477195960137,1.0227571150618
