"","deviance","mu","sig","sigmaY","sigmaZ","t.occ.N[1]","tfore.mean"
"1",1.00024798354536,1.0000293851729,1.00001407282917,1.00013463073405,1.00026204376613,1.00018959990491,0.999988924389411
